    -34.5275      -23.843      96.4335     -27.4833       128.82     -1799.09      3888.72     -104.514      3832.58     -1550.01     -2814.31     -1227.04 
    -34.5768     -28.4087      97.9548     -26.9469      130.304     -1836.43      3946.22     -102.474      3893.51     -1580.63     -2880.95     -1263.49 
    -30.5446     -19.1571      99.2718     -26.0365       131.58     -1855.93      4000.08     -99.0117      3950.85     -1610.14     -2945.45      -1299.2 
    -24.1692     -1.75407      100.193     -24.9337      132.373     -1863.66      4049.98     -94.8177      4005.12     -1638.24     -3007.27     -1333.44 
    -19.0314      12.1777       100.63     -23.9604      132.568     -1873.53      4095.68     -91.1165      4052.18     -1664.72     -3065.75     -1366.06 
    -16.9422       15.023      100.783     -23.2727      132.401     -1894.26      4138.04     -88.5016      4097.36     -1690.17     -3122.02     -1397.53 
    -17.6817      6.39921      100.962     -22.3107      132.005     -1950.94      4216.62      -84.843         4180     -1737.92     -3227.99     -1457.05 
    -13.2034      15.7047      100.891     -21.0044      131.369     -1980.68      4286.01     -79.8756      4253.69     -1781.14     -3324.76     -1511.62 
    -7.86733      28.6608      100.162     -19.6964      129.965     -2001.55      4347.57     -74.9016      4318.93     -1821.06     -3414.07     -1562.31 
    -7.03737      26.6798      99.0807     -18.7651      128.157     -2037.13      4401.76     -71.3598      4376.24     -1857.77     -3496.74     -1609.35 
    -5.16947      28.7359      97.9226     -17.8186      126.304     -2064.46      4450.79     -67.7604      4428.14     -1891.48     -3572.95     -1653.02 
    -1.01891      37.3637      95.7012     -16.4079      122.998     -2093.19      4514.46      -62.396      4495.44     -1937.13     -3676.64     -1712.58 
     0.38844      37.2605      93.2184      -15.271        119.5      -2127.8      4569.32     -58.0726       4553.5     -1978.05     -3769.96     -1766.38 
     3.42708      42.2851      89.6629     -13.8391      114.476     -2160.54      4630.55     -52.6273      4618.03     -2026.13     -3880.01      -1830.2 
     5.49863      43.8817      85.0688     -12.3499       108.22     -2199.03      4692.52     -46.9643      4683.28     -2077.46     -3998.18     -1899.06 
     7.54411      45.0295      78.7011     -10.6271       99.712     -2242.02      4759.34     -40.4127      4753.55     -2136.54     -4134.75     -1978.96 
     8.86816      44.6498      71.8614     -9.06322      90.7145     -2281.05      4815.64     -34.4656      4812.48     -2190.43     -4260.08     -2052.78 
     9.75318      41.8782      60.6638     -6.92944      76.1915     -2334.36      4885.66     -26.3513      4885.41     -2264.48     -4433.27     -2155.32 
     9.65877      38.1543      51.5807     -5.46618      64.5508     -2371.13      4928.71     -20.7868      4929.93     -2315.84     -4554.08     -2227.23 
     9.00766        33.36      42.1163     -4.13468      52.5197     -2404.72      4963.72     -15.7234      4965.77        -2363     -4665.56     -2293.96 
     7.68419      26.9618      32.0098     -2.89101      39.7724     -2436.98      4992.64     -10.9939      4995.03     -2407.91     -4772.15     -2357.99 
     5.73797      19.1903      21.6249     -1.77859      26.7633     -2466.85      5014.48     -6.76361      5016.66      -2448.8     -4869.68     -2416.86 
     2.27773      7.12908      7.26496    -0.495856      8.93178     -2502.54      5032.85     -1.88564       5033.9     -2497.55     -4986.63     -2487.86 
    0.488155      1.45663      1.35041   -0.0738494      1.65065     -2515.24      5035.76    -0.280834      5036.01     -2514.49     -5027.55     -2512.85 
